mid,date
179357,2001-05-29 03:32:00
217334,2001-05-29 03:35:00
144871,2001-05-29 03:42:00
144530,2001-05-29 03:56:00
144531,2001-05-29 04:04:00
144533,2001-05-29 04:09:00
106631,2001-05-29 04:13:00
106630,2001-05-29 04:18:00
217346,2001-05-29 04:36:00
273266,2001-05-29 04:45:06
273265,2001-05-29 04:46:14
273264,2001-05-29 04:48:01
273263,2001-05-29 04:48:48
174698,2001-05-29 04:49:00
175769,2001-05-29 05:45:00
398316,2001-05-29 05:58:15
239435,2001-05-29 06:07:00
217349,2001-05-29 06:07:00
253133,2001-05-29 06:08:11
253132,2001-05-29 06:09:21
253131,2001-05-29 06:13:19
395090,2001-05-29 06:16:08
106627,2001-05-29 06:17:00
144541,2001-05-29 06:19:00
106626,2001-05-29 06:20:00
106625,2001-05-29 06:21:00
217362,2001-05-29 06:25:00
144543,2001-05-29 06:36:00
346070,2001-05-29 06:42:39
392229,2001-05-29 06:42:47
161034,2001-05-29 06:42:47
179356,2001-05-29 06:46:00
273262,2001-05-29 06:46:30
239436,2001-05-29 06:47:00
179355,2001-05-29 06:48:00
184400,2001-05-29 06:54:00
346069,2001-05-29 06:59:06
239437,2001-05-29 07:00:00
217365,2001-05-29 07:00:00
250614,2001-05-29 07:04:00
51854,2001-05-29 07:13:42
273261,2001-05-29 07:20:12
179354,2001-05-29 07:21:00
144545,2001-05-29 07:21:00
239439,2001-05-29 07:22:00
175768,2001-05-29 07:26:00
365368,2001-05-29 07:30:36
175767,2001-05-29 07:31:00
106623,2001-05-29 07:33:00
285659,2001-05-29 07:37:09
392230,2001-05-29 07:39:43
294652,2001-05-29 07:39:43
162645,2001-05-29 07:39:43
346068,2001-05-29 07:49:18
217359,2001-05-29 07:50:00
175766,2001-05-29 07:50:00
250260,2001-05-29 07:51:00
217360,2001-05-29 07:55:00
365367,2001-05-29 07:55:43
144547,2001-05-29 07:59:00
144549,2001-05-29 08:06:00
200465,2001-05-29 08:11:16
158621,2001-05-29 08:15:15
159506,2001-05-29 08:15:15
144550,2001-05-29 08:17:00
391736,2001-05-29 08:22:37
106620,2001-05-29 08:23:00
106618,2001-05-29 08:24:00
233366,2001-05-29 08:24:43
273260,2001-05-29 08:24:48
200086,2001-05-29 08:25:45
200464,2001-05-29 08:27:49
233365,2001-05-29 08:29:48
200085,2001-05-29 08:32:10
266438,2001-05-29 08:36:39
266437,2001-05-29 08:40:38
266436,2001-05-29 08:42:44
159505,2001-05-29 08:42:56
158622,2001-05-29 08:42:56
253130,2001-05-29 08:43:08
253129,2001-05-29 08:43:43
381013,2001-05-29 08:48:17
217363,2001-05-29 08:54:00
377228,2001-05-29 08:59:59
41541,2001-05-29 09:00:00
217370,2001-05-29 09:08:00
217366,2001-05-29 09:12:00
179353,2001-05-29 09:21:00
377227,2001-05-29 09:21:45
346067,2001-05-29 09:22:08
59718,2001-05-29 09:28:00
59717,2001-05-29 09:32:00
253128,2001-05-29 09:35:20
377226,2001-05-29 09:35:45
268050,2001-05-29 09:36:19
179352,2001-05-29 09:43:00
253127,2001-05-29 09:47:54
272360,2001-05-29 09:49:31
194188,2001-05-29 09:52:00
253126,2001-05-29 09:52:07
253125,2001-05-29 09:54:07
179351,2001-05-29 09:59:00
194187,2001-05-29 10:00:00
175765,2001-05-29 10:03:00
217371,2001-05-29 10:21:00
194186,2001-05-29 10:21:00
217372,2001-05-29 10:27:00
346066,2001-05-29 10:38:59
273259,2001-05-29 10:52:17
273258,2001-05-29 10:56:55
51853,2001-05-29 10:57:22
253124,2001-05-29 11:03:39
217376,2001-05-29 11:05:00
18257,2001-05-29 11:09:00
179350,2001-05-29 11:18:00
273257,2001-05-29 11:38:50
298202,2001-05-29 11:42:00
80930,2001-05-29 11:46:04
174709,2001-05-29 12:05:00
233364,2001-05-29 12:47:06
41540,2001-05-29 12:48:00
377225,2001-05-29 12:49:08
377224,2001-05-29 12:50:07
200463,2001-05-29 12:54:06
377223,2001-05-29 12:54:32
279748,2001-05-29 12:59:37
364035,2001-05-29 13:19:04
253123,2001-05-29 13:35:06
59716,2001-05-29 13:46:00
41539,2001-05-29 13:50:00
41538,2001-05-29 13:50:00
157906,2001-05-29 13:51:59
41537,2001-05-29 13:52:00
157905,2001-05-29 13:52:59
346065,2001-05-29 13:57:32
233363,2001-05-29 14:01:03
365366,2001-05-29 14:01:44
233362,2001-05-29 14:01:47
233830,2001-05-29 14:12:21
233843,2001-05-29 14:12:21
233927,2001-05-29 14:12:21
233853,2001-05-29 14:12:21
217384,2001-05-29 14:55:00
59715,2001-05-29 14:58:00
160419,2001-05-29 15:01:37
194184,2001-05-29 15:02:00
217385,2001-05-29 15:02:00
217386,2001-05-29 15:04:00
194183,2001-05-29 15:04:00
365365,2001-05-29 15:10:37
160778,2001-05-29 15:14:01
266435,2001-05-29 15:22:14
268457,2001-05-29 15:22:57
266434,2001-05-29 15:23:17
175404,2001-05-29 15:45:00
161037,2001-05-29 15:47:27
392115,2001-05-29 15:47:27
41536,2001-05-29 16:02:00
42662,2001-05-29 16:02:00
41535,2001-05-29 16:06:00
235887,2001-05-29 16:07:00
157904,2001-05-29 16:32:24
252836,2001-05-29 16:42:24
235886,2001-05-29 16:47:00
30621,2001-05-29 16:54:00
235885,2001-05-29 17:00:00
235883,2001-05-29 17:22:00
175403,2001-05-29 17:31:00
273256,2001-05-29 17:39:42
273255,2001-05-29 17:42:40
273254,2001-05-29 17:47:13
175402,2001-05-29 17:50:00
273253,2001-05-29 18:12:41
175401,2001-05-29 20:03:00
41534,2001-05-29 20:13:00
41533,2001-05-29 20:20:00
113092,2001-05-29 21:01:40
298443,2001-05-29 22:55:00
106614,2001-05-30 00:46:00
106613,2001-05-30 00:59:00
34689,2001-05-30 01:02:00
55451,2001-05-30 01:13:00
184410,2001-05-30 01:27:00
106611,2001-05-30 01:27:00
192102,2001-05-30 01:31:00
250625,2001-05-30 01:54:00
34688,2001-05-30 02:06:00
106609,2001-05-30 02:09:00
239448,2001-05-30 02:12:00
250626,2001-05-30 02:15:00
217391,2001-05-30 02:24:00
144559,2001-05-30 02:29:00
144560,2001-05-30 02:31:00
144561,2001-05-30 02:33:00
174245,2001-05-30 02:33:00
239449,2001-05-30 02:33:00
10432,2001-05-30 02:59:00
285653,2001-05-30 03:02:20
392200,2001-05-30 03:02:20
184412,2001-05-30 03:11:00
239452,2001-05-30 03:13:00
144563,2001-05-30 03:13:00
106607,2001-05-30 03:14:00
106606,2001-05-30 03:15:00
179349,2001-05-30 03:19:00
179348,2001-05-30 03:19:00
239454,2001-05-30 03:44:00
179347,2001-05-30 03:46:00
184414,2001-05-30 03:57:00
179346,2001-05-30 03:59:00
179345,2001-05-30 04:05:00
106602,2001-05-30 04:12:00
179344,2001-05-30 04:20:00
217395,2001-05-30 04:31:00
239455,2001-05-30 04:48:00
217397,2001-05-30 05:07:00
217398,2001-05-30 05:19:00
239457,2001-05-30 05:33:00
279747,2001-05-30 05:34:15
51852,2001-05-30 05:36:57
175764,2001-05-30 05:49:00
379215,2001-05-30 05:58:11
268461,2001-05-30 06:14:30
273252,2001-05-30 06:24:54
273251,2001-05-30 06:52:58
3664,2001-05-30 07:11:00
217401,2001-05-30 07:11:00
144566,2001-05-30 07:14:00
379214,2001-05-30 07:15:20
379213,2001-05-30 07:20:34
179343,2001-05-30 07:28:00
159755,2001-05-30 07:30:13
51851,2001-05-30 07:39:38
175763,2001-05-30 08:01:00
106594,2001-05-30 08:03:00
233361,2001-05-30 08:05:20
55455,2001-05-30 08:07:00
106593,2001-05-30 08:08:00
184421,2001-05-30 08:11:00
184422,2001-05-30 08:13:00
160418,2001-05-30 08:19:41
273250,2001-05-30 08:25:54
55456,2001-05-30 08:39:00
112355,2001-05-30 08:39:31
179342,2001-05-30 08:44:00
179341,2001-05-30 08:45:00
170393,2001-05-30 08:53:00
346064,2001-05-30 08:53:00
179340,2001-05-30 09:00:00
217402,2001-05-30 09:04:00
233360,2001-05-30 09:30:19
144571,2001-05-30 09:31:00
233359,2001-05-30 09:31:14
59714,2001-05-30 09:34:00
159756,2001-05-30 09:39:06
233358,2001-05-30 09:45:48
247654,2001-05-30 09:46:00
106590,2001-05-30 09:47:00
159648,2001-05-30 09:48:37
41532,2001-05-30 09:55:00
253122,2001-05-30 10:00:33
41531,2001-05-30 10:01:00
179339,2001-05-30 10:02:00
253121,2001-05-30 10:04:55
253120,2001-05-30 10:15:13
80929,2001-05-30 10:15:42
179338,2001-05-30 10:18:00
106589,2001-05-30 10:20:00
106587,2001-05-30 10:32:00
160417,2001-05-30 10:32:19
51850,2001-05-30 10:34:04
106586,2001-05-30 10:37:00
253119,2001-05-30 10:43:51
273249,2001-05-30 10:56:09
273248,2001-05-30 10:57:20
179337,2001-05-30 11:20:00
160416,2001-05-30 11:24:26
379212,2001-05-30 11:24:48
253628,2001-05-30 11:45:50
253118,2001-05-30 11:52:20
112354,2001-05-30 12:04:21
346063,2001-05-30 12:10:56
235881,2001-05-30 12:12:00
184430,2001-05-30 12:21:00
51849,2001-05-30 12:22:43
184431,2001-05-30 12:31:00
184432,2001-05-30 12:38:00
379211,2001-05-30 12:53:23
217410,2001-05-30 13:05:00
235879,2001-05-30 13:13:00
192104,2001-05-30 13:31:00
192397,2001-05-30 13:31:00
144573,2001-05-30 13:39:00
144574,2001-05-30 13:45:00
253430,2001-05-30 14:14:48
112353,2001-05-30 14:20:00
144577,2001-05-30 14:23:00
268466,2001-05-30 14:32:28
233357,2001-05-30 14:38:31
233356,2001-05-30 14:39:05
235877,2001-05-30 14:44:00
235876,2001-05-30 14:48:00
145520,2001-05-30 14:55:00
217413,2001-05-30 14:56:00
284203,2001-05-30 15:10:00
88856,2001-05-30 15:28:09
272359,2001-05-30 15:28:32
235874,2001-05-30 15:33:00
88855,2001-05-30 15:35:46
88854,2001-05-30 15:37:25
88853,2001-05-30 15:39:13
200462,2001-05-30 15:46:23
175400,2001-05-30 15:49:00
59713,2001-05-30 15:55:00
233355,2001-05-30 15:55:43
41530,2001-05-30 16:01:00
253220,2001-05-30 16:13:52
41529,2001-05-30 16:31:00
34685,2001-05-30 16:44:00
268468,2001-05-30 16:59:49
268469,2001-05-30 17:23:15
273247,2001-05-30 17:37:29
273246,2001-05-30 17:39:38
273245,2001-05-30 17:42:10
273244,2001-05-30 17:44:28
175399,2001-05-30 18:01:00
252837,2001-05-30 18:30:37
113091,2001-05-30 21:01:43
41528,2001-05-30 22:05:00
41527,2001-05-30 22:07:00
41526,2001-05-30 22:11:00
217418,2001-05-31 00:26:00
217421,2001-05-31 01:01:00
106580,2001-05-31 01:03:00
239468,2001-05-31 01:22:00
144579,2001-05-31 01:29:00
179336,2001-05-31 02:04:00
106578,2001-05-31 02:04:00
144581,2001-05-31 02:12:00
144582,2001-05-31 02:14:00
144583,2001-05-31 02:28:00
144584,2001-05-31 02:31:00
144585,2001-05-31 02:34:00
144586,2001-05-31 02:45:00
144587,2001-05-31 02:46:00
248525,2001-05-31 02:48:00
144588,2001-05-31 02:49:00
285645,2001-05-31 03:03:11
392193,2001-05-31 03:03:11
144590,2001-05-31 03:18:00
250637,2001-05-31 03:25:00
144591,2001-05-31 03:26:00
144592,2001-05-31 03:28:00
144593,2001-05-31 03:45:00
144594,2001-05-31 03:46:00
144596,2001-05-31 03:50:00
250638,2001-05-31 04:01:00
55459,2001-05-31 04:26:00
144603,2001-05-31 04:38:00
144604,2001-05-31 04:47:00
10436,2001-05-31 04:55:00
144606,2001-05-31 05:04:00
217425,2001-05-31 05:07:00
144609,2001-05-31 05:22:00
144611,2001-05-31 05:40:00
179335,2001-05-31 05:43:00
217432,2001-05-31 05:46:00
253221,2001-05-31 05:57:07
253222,2001-05-31 06:00:17
217442,2001-05-31 06:04:00
253223,2001-05-31 06:09:07
233825,2001-05-31 06:26:35
217435,2001-05-31 06:29:00
272358,2001-05-31 06:32:32
272357,2001-05-31 06:34:15
184442,2001-05-31 06:50:00
250642,2001-05-31 06:51:00
179334,2001-05-31 06:56:00
203662,2001-05-31 07:02:00
250262,2001-05-31 07:02:00
250263,2001-05-31 07:20:00
253511,2001-05-31 07:21:38
217438,2001-05-31 07:23:00
112352,2001-05-31 07:33:20
158629,2001-05-31 07:34:53
159498,2001-05-31 07:34:53
55460,2001-05-31 07:40:00
112351,2001-05-31 07:41:26
179333,2001-05-31 07:50:00
112350,2001-05-31 08:01:06
179332,2001-05-31 08:07:00
184450,2001-05-31 08:40:00
55462,2001-05-31 08:41:00
144612,2001-05-31 08:42:00
80928,2001-05-31 08:43:12
179331,2001-05-31 08:49:00
398332,2001-05-31 09:01:48
217449,2001-05-31 09:07:00
233854,2001-05-31 09:07:03
233926,2001-05-31 09:07:03
179330,2001-05-31 09:09:00
217444,2001-05-31 09:12:00
179329,2001-05-31 09:13:00
144613,2001-05-31 09:16:00
144870,2001-05-31 09:17:00
59712,2001-05-31 09:38:00
59711,2001-05-31 09:43:00
192106,2001-05-31 09:45:00
191590,2001-05-31 09:45:00
41525,2001-05-31 10:12:00
41524,2001-05-31 10:13:00
59710,2001-05-31 10:22:00
278294,2001-05-31 10:26:18
200461,2001-05-31 10:38:49
127489,2001-05-31 10:39:00
297541,2001-05-31 10:44:00
106569,2001-05-31 10:48:00
248546,2001-05-31 10:50:00
346062,2001-05-31 10:50:49
144615,2001-05-31 10:59:00
233925,2001-05-31 11:01:20
268473,2001-05-31 11:12:34
55465,2001-05-31 11:22:00
235869,2001-05-31 11:22:00
268474,2001-05-31 11:25:48
112349,2001-05-31 12:31:49
203666,2001-05-31 12:43:00
144617,2001-05-31 12:44:00
144618,2001-05-31 12:47:00
144619,2001-05-31 12:48:00
144620,2001-05-31 12:55:00
112348,2001-05-31 12:56:05
144621,2001-05-31 12:57:00
217456,2001-05-31 13:01:00
158630,2001-05-31 13:01:49
159497,2001-05-31 13:01:49
217457,2001-05-31 13:02:00
112347,2001-05-31 13:09:50
59709,2001-05-31 13:11:00
59708,2001-05-31 13:12:00
59707,2001-05-31 13:15:00
59706,2001-05-31 13:17:00
268478,2001-05-31 13:41:50
268479,2001-05-31 13:50:10
297542,2001-05-31 13:53:00
160777,2001-05-31 14:43:57
279746,2001-05-31 14:50:29
21359,2001-05-31 14:55:00
279745,2001-05-31 15:22:51
279744,2001-05-31 15:29:04
379210,2001-05-31 15:52:53
233354,2001-05-31 15:56:36
233353,2001-05-31 15:57:41
268482,2001-05-31 16:10:02
285642,2001-05-31 16:11:15
233352,2001-05-31 16:15:53
233351,2001-05-31 16:16:11
346061,2001-05-31 16:23:00
252838,2001-05-31 16:37:05
41523,2001-05-31 16:55:00
273243,2001-05-31 17:50:54
273059,2001-05-31 18:02:44
273242,2001-05-31 18:26:37
113090,2001-05-31 21:01:37
41522,2001-05-31 21:30:00
41521,2001-05-31 21:43:00
41520,2001-05-31 22:13:00
41519,2001-05-31 22:17:00
41518,2001-05-31 22:29:00
41517,2001-05-31 22:35:00
41515,2001-05-31 22:39:00
41516,2001-05-31 22:39:00
297785,2001-05-31 23:31:00
297786,2001-05-31 23:56:00
106563,2001-06-01 01:22:00
179328,2001-06-01 01:22:00
179327,2001-06-01 01:31:00
217464,2001-06-01 01:39:00
55467,2001-06-01 01:53:00
144626,2001-06-01 01:54:00
179047,2001-06-01 02:13:00
106562,2001-06-01 02:13:00
184457,2001-06-01 02:15:00
144628,2001-06-01 02:16:00
144629,2001-06-01 02:18:00
184458,2001-06-01 02:18:00
217465,2001-06-01 02:23:00
144630,2001-06-01 02:29:00
106561,2001-06-01 02:32:00
217470,2001-06-01 02:38:00
144631,2001-06-01 02:46:00
144632,2001-06-01 02:48:00
106558,2001-06-01 02:52:00
392179,2001-06-01 03:02:15
285636,2001-06-01 03:02:15
127492,2001-06-01 03:22:00
217468,2001-06-01 03:26:00
217469,2001-06-01 03:27:00
144635,2001-06-01 03:32:00
179326,2001-06-01 03:34:00
217477,2001-06-01 03:57:00
179325,2001-06-01 04:17:00
106552,2001-06-01 04:39:00
217476,2001-06-01 04:40:00
191800,2001-06-01 04:45:00
55468,2001-06-01 04:49:00
144639,2001-06-01 05:02:00
144640,2001-06-01 05:23:00
144641,2001-06-01 05:24:00
144642,2001-06-01 05:24:00
144643,2001-06-01 05:28:00
144644,2001-06-01 05:38:00
217475,2001-06-01 05:40:00
51848,2001-06-01 05:44:47
232848,2001-06-01 06:44:56
239483,2001-06-01 06:47:00
273241,2001-06-01 06:47:56
160415,2001-06-01 06:55:49
250979,2001-06-01 06:56:00
156404,2001-06-01 06:56:00
239484,2001-06-01 07:00:00
160414,2001-06-01 07:02:23
253117,2001-06-01 07:03:28
191799,2001-06-01 07:05:00
217480,2001-06-01 07:05:00
152022,2001-06-01 07:09:35
253116,2001-06-01 07:21:02
253115,2001-06-01 07:24:57
253114,2001-06-01 07:25:14
253113,2001-06-01 07:26:01
10445,2001-06-01 07:27:00
272356,2001-06-01 07:32:10
253112,2001-06-01 07:37:29
253111,2001-06-01 07:39:48
253110,2001-06-01 07:41:34
253109,2001-06-01 07:43:11
253108,2001-06-01 07:53:22
144653,2001-06-01 07:56:00
253107,2001-06-01 07:57:16
253106,2001-06-01 07:58:35
184467,2001-06-01 08:12:00
253105,2001-06-01 08:12:11
253104,2001-06-01 08:13:36
55469,2001-06-01 08:20:00
253630,2001-06-01 08:23:45
184468,2001-06-01 08:26:00
159494,2001-06-01 08:30:14
158457,2001-06-01 08:30:14
268491,2001-06-01 08:44:09
51847,2001-06-01 08:44:49
127419,2001-06-01 09:05:00
217487,2001-06-01 09:05:00
120270,2001-06-01 09:05:00
144655,2001-06-01 09:08:00
144656,2001-06-01 09:08:00
144657,2001-06-01 09:09:00
253103,2001-06-01 09:09:26
144658,2001-06-01 09:11:00
253102,2001-06-01 09:19:26
144659,2001-06-01 09:22:00
144660,2001-06-01 09:25:00
144661,2001-06-01 09:27:00
179324,2001-06-01 09:46:00
253101,2001-06-01 10:01:39
326388,2001-06-01 10:14:54
346060,2001-06-01 10:14:54
170388,2001-06-01 10:14:54
10446,2001-06-01 10:26:00
179323,2001-06-01 10:39:00
346059,2001-06-01 10:39:29
267331,2001-06-01 11:08:27
51846,2001-06-01 11:08:28
158458,2001-06-01 11:14:38
159493,2001-06-01 11:14:38
55471,2001-06-01 11:17:00
192117,2001-06-01 11:36:00
192188,2001-06-01 11:36:00
179024,2001-06-01 12:13:00
2494,2001-06-01 12:33:59
278529,2001-06-01 12:36:46
346058,2001-06-01 12:36:46
112346,2001-06-01 13:03:12
112345,2001-06-01 13:34:23
160776,2001-06-01 13:52:46
273240,2001-06-01 14:01:13
37981,2001-06-01 14:05:00
37980,2001-06-01 14:08:00
112344,2001-06-01 14:08:18
268497,2001-06-01 14:21:56
268498,2001-06-01 14:35:59
268051,2001-06-01 15:02:30
252839,2001-06-01 15:13:15
158188,2001-06-01 15:31:42
157211,2001-06-01 15:35:42
285630,2001-06-01 16:43:24
235860,2001-06-01 16:47:00
268503,2001-06-01 16:47:44
179001,2001-06-01 18:12:00
41514,2001-06-01 19:38:00
41513,2001-06-01 19:47:00
41512,2001-06-01 20:30:00
37979,2001-06-01 20:42:00
253100,2001-06-02 07:27:31
253099,2001-06-02 07:29:17
253098,2001-06-02 07:29:38
253097,2001-06-02 07:30:45
364036,2001-06-03 13:45:54
158462,2001-06-03 14:08:25
113089,2001-06-03 22:18:36
37978,2001-06-04 01:15:00
179322,2001-06-04 01:17:00
179321,2001-06-04 01:21:00
179320,2001-06-04 01:30:00
179319,2001-06-04 01:31:00
250662,2001-06-04 01:35:00
179318,2001-06-04 01:51:00
217498,2001-06-04 01:52:00
37977,2001-06-04 01:56:00
106535,2001-06-04 01:57:00
179317,2001-06-04 01:58:00
144674,2001-06-04 02:13:00
10449,2001-06-04 02:35:00
106534,2001-06-04 02:38:00
144675,2001-06-04 02:42:00
144866,2001-06-04 02:44:00
392166,2001-06-04 03:02:03
285628,2001-06-04 03:02:03
174733,2001-06-04 03:03:00
179316,2001-06-04 03:08:00
144679,2001-06-04 03:29:00
10450,2001-06-04 03:35:00
106529,2001-06-04 03:35:00
239492,2001-06-04 03:39:00
55478,2001-06-04 04:04:00
248544,2001-06-04 04:06:00
184477,2001-06-04 04:08:00
144681,2001-06-04 04:20:00
144682,2001-06-04 04:24:00
106527,2001-06-04 04:30:00
184478,2001-06-04 04:33:00
250665,2001-06-04 04:42:00
144683,2001-06-04 04:48:00
250407,2001-06-04 04:57:00
156388,2001-06-04 04:57:00
144865,2001-06-04 05:05:00
184479,2001-06-04 05:36:00
106525,2001-06-04 05:46:00
364037,2001-06-04 05:54:48
217512,2001-06-04 06:07:00
106523,2001-06-04 06:07:00
184480,2001-06-04 06:09:00
144687,2001-06-04 06:16:00
112343,2001-06-04 06:16:22
179315,2001-06-04 06:24:00
106520,2001-06-04 06:26:00
51845,2001-06-04 06:33:44
160413,2001-06-04 06:44:54
250666,2001-06-04 06:46:00
159488,2001-06-04 06:50:59
158463,2001-06-04 06:50:59
179314,2001-06-04 06:51:00
268052,2001-06-04 06:52:41
377222,2001-06-04 06:53:03
377221,2001-06-04 07:03:42
179313,2001-06-04 07:04:00
377220,2001-06-04 07:04:28
250667,2001-06-04 07:05:00
179312,2001-06-04 07:07:00
377219,2001-06-04 07:08:27
268509,2001-06-04 07:08:41
232839,2001-06-04 07:15:08
233350,2001-06-04 07:15:47
233349,2001-06-04 07:16:08
377218,2001-06-04 07:18:59
239493,2001-06-04 07:19:00
377217,2001-06-04 07:19:32
377216,2001-06-04 07:22:24
253096,2001-06-04 07:26:30
377215,2001-06-04 07:31:13
377214,2001-06-04 07:33:24
253095,2001-06-04 07:33:51
144689,2001-06-04 07:34:00
377213,2001-06-04 07:35:30
253094,2001-06-04 07:36:58
257678,2001-06-04 07:39:35
253093,2001-06-04 07:40:03
253092,2001-06-04 07:41:33
144690,2001-06-04 07:43:00
253091,2001-06-04 07:43:07
253090,2001-06-04 07:43:46
273239,2001-06-04 07:43:49
272355,2001-06-04 07:45:24
112342,2001-06-04 07:46:21
272354,2001-06-04 07:49:35
364038,2001-06-04 07:50:05
272353,2001-06-04 07:50:40
10453,2001-06-04 07:52:00
112341,2001-06-04 07:52:12
364039,2001-06-04 07:53:13
179311,2001-06-04 07:59:00
170382,2001-06-04 07:59:36
169657,2001-06-04 07:59:36
325800,2001-06-04 07:59:36
253089,2001-06-04 08:07:40
253088,2001-06-04 08:09:39
253087,2001-06-04 08:09:57
160207,2001-06-04 08:11:18
253086,2001-06-04 08:12:47
145517,2001-06-04 08:22:00
253085,2001-06-04 08:25:58
253084,2001-06-04 08:27:41
144692,2001-06-04 08:28:00
250405,2001-06-04 08:42:00
156386,2001-06-04 08:42:00
184482,2001-06-04 08:50:00
217509,2001-06-04 08:59:00
364040,2001-06-04 08:59:23
250404,2001-06-04 09:00:00
156385,2001-06-04 09:00:00
364041,2001-06-04 09:03:35
156384,2001-06-04 09:05:00
250403,2001-06-04 09:05:00
253083,2001-06-04 09:06:06
253082,2001-06-04 09:08:45
184483,2001-06-04 09:17:00
18175,2001-06-04 09:17:00
106513,2001-06-04 09:17:00
253081,2001-06-04 09:19:25
253080,2001-06-04 09:19:37
184484,2001-06-04 09:24:00
106511,2001-06-04 09:24:00
106512,2001-06-04 09:25:00
250402,2001-06-04 09:29:00
156383,2001-06-04 09:29:00
253079,2001-06-04 09:38:55
253078,2001-06-04 09:43:24
106509,2001-06-04 09:49:00
111913,2001-06-04 09:51:24
272352,2001-06-04 09:51:24
250672,2001-06-04 09:56:00
160412,2001-06-04 09:56:01
160411,2001-06-04 09:56:37
162629,2001-06-04 09:56:37
346057,2001-06-04 09:59:45
346056,2001-06-04 10:01:23
379209,2001-06-04 10:04:06
272351,2001-06-04 10:05:36
111912,2001-06-04 10:05:36
179310,2001-06-04 10:11:00
379208,2001-06-04 10:11:55
184486,2001-06-04 10:31:00
272350,2001-06-04 10:31:50
268512,2001-06-04 10:45:09
10454,2001-06-04 10:46:00
106508,2001-06-04 10:46:00
273238,2001-06-04 10:48:07
55484,2001-06-04 10:49:00
273237,2001-06-04 10:53:01
55485,2001-06-04 10:54:00
392125,2001-06-04 10:54:51
179309,2001-06-04 11:03:00
144695,2001-06-04 11:08:00
179308,2001-06-04 11:09:00
179307,2001-06-04 11:10:00
179306,2001-06-04 11:12:00
365364,2001-06-04 11:12:55
179305,2001-06-04 11:13:00
346055,2001-06-04 11:17:03
377212,2001-06-04 11:17:24
272349,2001-06-04 11:18:26
377211,2001-06-04 11:20:11
55486,2001-06-04 11:22:00
346054,2001-06-04 11:26:26
272348,2001-06-04 11:28:30
377210,2001-06-04 11:30:15
272347,2001-06-04 11:31:20
200460,2001-06-04 11:38:33
377209,2001-06-04 11:39:45
377208,2001-06-04 11:40:14
377207,2001-06-04 11:43:44
253077,2001-06-04 11:46:11
175378,2001-06-04 12:02:37
233348,2001-06-04 12:13:11
233347,2001-06-04 12:13:55
377206,2001-06-04 12:17:45
377205,2001-06-04 12:37:46
392151,2001-06-04 12:38:24
160998,2001-06-04 12:38:24
286942,2001-06-04 12:38:24
253076,2001-06-04 12:39:17
377204,2001-06-04 12:41:22
253075,2001-06-04 12:44:45
51844,2001-06-04 13:01:34
37976,2001-06-04 13:06:00
284202,2001-06-04 13:20:00
159733,2001-06-04 13:22:54
253074,2001-06-04 13:26:32
235858,2001-06-04 13:39:00
159647,2001-06-04 13:52:38
253421,2001-06-04 14:09:41
200459,2001-06-04 14:42:54
233346,2001-06-04 14:53:38
253073,2001-06-04 15:01:54
377203,2001-06-04 15:02:26
285626,2001-06-04 15:30:25
253416,2001-06-04 15:33:16
152023,2001-06-04 15:39:19
59705,2001-06-04 15:42:00
152024,2001-06-04 15:45:41
59704,2001-06-04 15:46:00
274135,2001-06-04 16:38:00
235857,2001-06-04 17:19:00
18256,2001-06-04 19:17:00
113088,2001-06-05 00:29:40
184488,2001-06-05 00:34:00
106506,2001-06-05 01:08:00
192128,2001-06-05 01:11:00
144697,2001-06-05 01:14:00
144696,2001-06-05 01:14:00
144698,2001-06-05 01:15:00
179304,2001-06-05 01:19:00
144699,2001-06-05 01:32:00
179303,2001-06-05 01:34:00
184489,2001-06-05 01:36:00
106505,2001-06-05 01:49:00
179302,2001-06-05 02:06:00
10455,2001-06-05 02:08:00
106502,2001-06-05 02:08:00
192130,2001-06-05 02:10:00
217517,2001-06-05 02:20:00
106501,2001-06-05 02:22:00
55490,2001-06-05 02:29:00
217522,2001-06-05 02:33:00
144702,2001-06-05 02:42:00
179301,2001-06-05 02:47:00
144703,2001-06-05 02:50:00
144704,2001-06-05 02:54:00
285624,2001-06-05 03:02:20
392150,2001-06-05 03:02:20
144705,2001-06-05 03:12:00
106498,2001-06-05 03:16:00
179300,2001-06-05 03:20:00
106497,2001-06-05 03:27:00
10457,2001-06-05 03:54:00
184493,2001-06-05 03:54:00
179299,2001-06-05 03:56:00
184494,2001-06-05 04:07:00
51843,2001-06-05 04:17:20
184496,2001-06-05 04:18:00
179298,2001-06-05 04:19:00
144715,2001-06-05 04:20:00
51842,2001-06-05 04:21:54
106493,2001-06-05 04:25:00
247615,2001-06-05 04:28:00
217525,2001-06-05 04:38:00
179297,2001-06-05 04:39:00
184498,2001-06-05 04:52:00
144716,2001-06-05 05:10:00
144717,2001-06-05 05:22:00
159729,2001-06-05 05:32:16
279743,2001-06-05 05:46:55
253072,2001-06-05 06:01:42
253071,2001-06-05 06:02:04
253070,2001-06-05 06:02:30
232831,2001-06-05 06:14:12
232830,2001-06-05 06:14:52
232829,2001-06-05 06:15:50
179296,2001-06-05 06:21:00
10463,2001-06-05 06:21:00
112340,2001-06-05 06:24:37
106491,2001-06-05 06:31:00
106490,2001-06-05 06:45:00
188245,2001-06-05 06:51:44
144721,2001-06-05 06:54:00
